"ID";"P05";"P06";"P07";"P08";"P09";"P10_01";"P10_02";"P10_03";"P10_04";"P10_05";"P10_06";"P10_07";"P10_08";"P10_09";"P11";"P12";"P12_A";"P13_01";"P13_02";"P13_03";"P13_04";"P13_A";"P14";"P15";"P16";"P17";"P17_A_01";"P17_A_02";"P17_A_03";"P17_A_04";"P17_A_05";"P17_A_06";"P17_A_07";"P18";"P18_A";"P18_B";"P18_C_01";"P18_C_02";"P18_C_03";"P18_C_04";"P18_C_05";"P18_C_06";"P19";"P20_01";"P20_02";"P20_03";"P20_04";"P20_05";"P20_06";"P21_01";"P21_02";"P21_03";"P21_04";"P21_05";"P21_09";"P21_10";"P22_01";"P22_02";"P22_03";"P22_04";"P22_05";"P22_06";"P22_07";"P22_08";"P22_09";"P22_10";"P22_11";"P22_12";"P22_13";"P22_14";"P22_15";"P22_16";"P22_17";"P22_A";"P22_B";"P22_C";"P22_D";"P23";"P24";"P25";"P26";"P26_A";"P27";"P28_01";"P28_02";"P28_03";"P28_04";"P28_05";"P28_06";"P28_07";"P28_08";"P28_09";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_A_01";"P30_A_02";"P30_A_03";"P30_A_04";"P30_A_05";"P30_A_06";"P33";"P34";"P36";"P37";"P38";"VD_EDUCACAO";"VD_IDADE";"VD_REGIAO";"VD_OCUPACAO";"VD_RACA";"VD_RENDA";"VD_RELIGIAO";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"POP_regiao_trab";"W1";"W2"
"1086";2;3;2;1;3;2;1;2;2;2;2;2;2;2;2;2;3;1;1;1;2;2;1;1;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;4;2;;4;4;4;3;1;2;96;9518913,45314225;2202936,75527634;3043136,18139733;5304273,64801839;0,683931952285516;24695,2813084792
"1087";3;1;1;1;3;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;1;2;1;;;;;;;;5;2;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;2;;;;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;2;3;3;3;1;4;1;2;13960677,4593904;6591591,83579349;11830617,0641027;19008208,2217878;0,822288839231519;29691,0447505572
"1088";3;2;2;1;4;2;2;2;1;2;2;2;2;2;2;2;97;1;97;2;2;2;1;1;3;3;;;;;;;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;1;;4;2;;1;5;2;3;1;97;96;5740319,00842639;4695308,90748061;9306846,75975905;12186583,0403909;5,08442996471607;183587,603784751
"1089";2;97;2;97;3;2;1;2;2;2;2;2;2;2;3;2;97;2;2;1;2;2;5;1;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;4;4;1;1;2;2;9518913,45314225;2202936,75527634;4140324,63039441;6581932,49735434;2,61857362853121;94550,9449696651
"1090";3;3;1;1;4;1;1;2;1;2;2;2;2;2;2;1;5;1;2;2;2;2;1;1;3;2;1;1;2;2;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;1;2;4;2;1;1;2;1;5740319,00842639;3470224,48658806;3406005,68748633;9082972,15513015;0,799360113461564;28863,1388002038
"1091";2;1;1;1;3;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;4;1;3;1;;;;;;;;4;1;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;1;3;1;4;97;1;13960677,4593904;8791279,62274544;11830617,0641027;19008208,2217878;1,35411428600686;48894,0940762039
"1092";2;1;2;1;3;2;2;2;2;1;2;2;2;2;1;1;3;1;2;1;1;2;3;1;1;1;;;;;;;;12;2;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;1;2;;;;2;1;2;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;5;4;3;1;1;1;9518913,45314225;2958888,4849002;4140324,63039441;5304273,64801839;2,36411535562697;85363,01536696
"1093";3;3;1;1;3;2;1;2;1;2;2;2;2;2;1;3;5;1;2;2;2;2;4;1;3;2;2;1;1;2;2;2;2;4;1;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;4;1;;;1;4;1;3;1;2;1;2;3804141,48667104;8791279,62274544;9667487,9365852;19008208,2217878;1,14899885751624;41487,8262591236
"1094";3;1;1;1;4;2;2;2;1;2;2;2;2;2;1;3;5;1;2;1;2;2;3;1;2;2;1;2;2;2;2;2;2;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;;2;2;;1;5;3;3;1;1;1;19504420,6018672;8798165,98063689;10649723,4784583;15614797,7757141;2,56204061586248;92509,6619934788
"1095";3;2;1;1;3;2;2;2;1;2;1;2;2;2;2;3;3;1;1;1;1;2;4;1;3;3;;;;;;;;;2;;;;;;;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;;;;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;1;;2;2;;1;5;4;3;4;1;2;2374569,89674108;2958888,4849002;4140324,63039441;5304273,64801839;1,68438726325869;60819,5262110341
"1096";3;97;1;1;4;1;1;1;1;1;1;1;1;1;97;97;3;1;1;1;1;2;5;2;2;1;;;;;;;;11;1;97;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;;1;5;4;3;4;97;1;2374569,89674108;2958888,4849002;4140324,63039441;5304273,64801839;1,68438726325869;60819,5262110341
"1097";2;4;2;2;2;1;1;1;1;1;1;1;1;1;2;2;3;1;2;1;2;2;4;1;3;2;2;2;1;2;2;2;2;12;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;1;2;4;3;1;1;97;1;19504420,6018672;6329164,84158728;5572409,50746999;19008208,2217878;0,814839331338038;29422,0593750027
"1098";3;1;1;1;3;2;2;2;1;1;2;2;2;2;2;2;2;1;1;1;1;2;3;1;3;1;;;;;;;;4;1;1;2;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;;2;4;3;3;4;3;1;13960677,4593904;6329164,84158728;5572409,50746999;15614797,7757141;0,733066600674351;26469,4255927178
"1099";3;3;1;3;2;2;2;2;1;2;2;2;2;2;2;1;3;1;1;1;1;2;1;1;3;2;2;1;2;2;2;2;2;12;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;4;4;3;1;3;1;9518913,45314225;2202936,75527634;3336804,26555338;5304273,64801839;1,20370808184479;43463,256242249
"1100";3;3;2;1;4;2;2;2;1;2;2;2;2;2;3;3;4;97;1;2;2;2;4;2;2;1;;;;;;;;11;1;1;2;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;1;2;;;;2;2;2;2;2;1;2;2;2;4;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;;2;5;5;3;1;1;96;2431431,47238272;1190793,06008624;972928,21404694;2606884,35133205;0,988760043422668;35701,9544668289
"1101";3;1;3;1;4;2;2;2;2;2;1;2;2;2;3;3;3;1;1;2;2;2;4;1;3;1;;;;;;;;5;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;4;1;2;5;1;2;1;2;598750,94332013;1352560,93081092;1966031,961604;3453128,1894327;1,73872171085427;62781,4238291082
"1102";3;1;1;2;4;2;1;2;1;2;2;2;2;2;2;3;5;1;1;1;1;2;4;1;3;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;5;2;;3;4;3;3;1;97;2;19504420,6018672;6329164,84158728;11830617,0641027;15614797,7757141;1,24521378936827;44961,9362202418
"1103";3;2;3;1;4;2;2;2;2;1;2;2;2;2;2;2;3;1;1;1;1;2;4;1;1;2;2;1;2;2;2;2;2;9;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;1;;5;2;;1;5;3;3;3;1;1;450998,43868754;8798165,98063689;10649723,4784583;15614797,7757141;0,702893697353194;25379,948294692
"1104";1;3;2;1;3;2;2;2;1;2;2;2;2;2;1;1;3;1;2;2;2;2;4;1;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;3;4;1;1;2;1;9518913,45314225;2173701,16581883;4140324,63039441;6581932,49735434;2,90237553255236;104798,408671666
"1105";2;3;1;2;3;2;1;2;1;1;1;2;2;2;2;3;3;2;2;2;2;2;4;1;2;2;1;2;2;1;2;2;2;5;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;2;1;2;;;;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;1;4;1;4;1;1;2;1;9518913,45314225;2942917,92101343;3043136,18139733;6581932,49735434;0,916881875827821;33106,5916346626
"1106";3;3;1;1;2;2;2;2;1;2;2;2;2;2;1;2;4;1;2;1;1;2;4;1;3;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;2;;;2;2;4;3;1;2;97;1;3804141,48667104;6329164,84158728;5572409,50746999;19008208,2217878;0,709615577812612;25622,6606410191
"1107";3;2;2;1;3;1;2;2;1;2;2;2;2;2;3;3;5;2;2;2;2;2;4;1;2;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;4;4;4;3;1;1;2;2;19504420,6018672;6329164,84158728;9667487,9365852;19008208,2217878;0,771415962462424;27854,1368555742
"1108";3;2;2;1;3;2;2;2;1;1;2;2;2;2;2;2;5;1;1;1;2;2;4;1;2;2;1;2;2;2;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;5;1;5;4;1;1;1;2;9518913,45314225;2958888,4849002;4140324,63039441;6581932,49735434;2,20986149076105;79793,2469520553
"1109";2;2;2;2;3;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;5;1;2;1;;;;;;;;4;1;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;2;2;1;2;;;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;;2;3;3;3;4;2;2;13960677,4593904;6591591,83579349;5572409,50746999;15614797,7757141;0,761363981383402;27491,1818866998
"1110";3;1;1;1;3;2;2;2;1;2;2;2;2;2;2;3;3;1;1;1;1;2;4;2;2;1;;;;;;;;4;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;2;3;1;4;2;2;13960677,4593904;7210035,70585308;11830617,0641027;19008208,2217878;0,898097170666837;32428,3171708111
"1111";3;1;1;1;3;2;1;2;1;2;2;2;2;2;2;1;3;1;1;2;2;2;1;1;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;2;;;3;4;2;3;1;4;2;1;13960677,4593904;7210035,70585308;9667487,9365852;19008208,2217878;0,661817067181837;23896,7613578978
"1112";3;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;5;2;2;2;2;2;4;1;3;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;4;1;1;3;1;1;2;1;19504420,6018672;8791279,62274544;10649723,4784583;19008208,2217878;4,26072295217806;153845,351909521
"1113";2;3;2;1;3;1;2;2;2;2;2;2;2;2;2;2;3;1;2;1;2;2;1;2;1;1;;;;;;;;5;1;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;3;3;3;1;3;96;19504420,6018672;6591591,83579349;11830617,0641027;15614797,7757141;1,29328075713014;46697,5289010021
"1114";3;2;1;1;3;2;2;2;1;2;2;2;2;2;3;2;3;1;1;2;2;2;5;97;2;3;;;;;;;;;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;6;2;;3;3;3;3;1;1;96;19504420,6018672;6591591,83579349;11830617,0641027;15614797,7757141;1,29328075713014;46697,5289010021
"1115";3;2;1;1;4;2;2;2;1;2;1;2;2;2;2;2;3;2;1;1;1;2;4;1;3;2;2;1;2;2;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;2;;;4;2;4;4;1;1;3;2;9518913,45314225;2202936,75527634;2061170,61624244;6581932,49735434;0,791413388787833;28576,2000182927
"1116";2;2;2;1;3;1;1;2;2;1;1;1;2;2;2;2;3;1;1;1;1;2;4;97;2;1;;;;;;;;11;1;1;1;2;1;2;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;2;2;1;2;;;2;2;2;2;2;2;2;2;1;6;2;2;2;2;2;2;2;2;2;2;2;2;4;1;2;1;;4;4;2;2;2;3;2;2678539,92998988;3470224,48658806;3915537,04929414;1833996,26932857;0,15169424070231;5477,34600569711
"1117";3;2;1;1;3;2;1;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;4;1;3;2;2;2;2;1;2;2;2;11;1;1;2;2;2;2;1;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;2;2;2;;;;2;2;2;2;2;2;2;1;2;5;1;1;2;2;2;2;1;2;2;2;1;2;3;1;1;2;;3;4;3;3;1;1;1;19504420,6018672;6329164,84158728;11830617,0641027;15614797,7757141;1,24521378936827;44961,9362202418
"1118";3;1;1;1;3;1;1;2;1;1;1;1;2;2;1;2;4;2;1;1;2;2;4;1;2;1;;;;;;;;5;1;1;2;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;6;1;;3;4;3;2;2;2;96;3804141,48667104;6329164,84158728;11830617,0641027;3097231,98911423;0,378686239071903;13673,5287337864
"1119";3;2;1;1;3;1;1;2;1;1;2;2;2;2;2;2;3;1;1;1;1;2;4;1;3;1;;;;;;;;11;1;1;1;2;1;2;1;2;1;1;2;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;;;;2;2;2;2;2;1;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;1;4;3;4;1;1;2;1;9518913,45314225;2173701,16581883;3043136,18139733;6581932,49735434;0,708595024034809;25585,8106846031
"1120";3;1;1;1;4;2;2;2;2;2;2;1;2;2;2;3;4;1;2;2;2;2;4;1;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;2;2;2;1;2;2;4;2;7;1;;4;1;3;2;4;97;1;13960677,4593904;8791279,62274544;9667487,9365852;3097231,98911423;0,414499808701621;14966,6781088247
"1121";2;1;1;1;2;2;1;2;1;2;2;1;2;2;1;2;3;1;1;1;1;2;4;1;3;1;;;;;;;;5;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;1;4;4;5;1;1;3;1;2431431,47238272;1042502,13509057;1763115,81930727;3453128,1894327;0,521711764561315;18837,8664642447
"1122";3;2;1;1;2;2;2;2;2;1;2;2;2;2;1;3;5;1;2;1;1;2;1;2;2;2;2;2;2;1;2;2;2;12;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;3;1;2;2;;3;5;2;3;4;2;2;14461864,302681;4695308,90748061;6475161,96831011;12186583,0403909;1,57307071678122;56800,1300995305
"1123";3;3;1;97;3;2;2;2;2;2;1;2;2;2;1;1;3;1;1;1;2;2;1;1;2;1;;;;;;;;4;1;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;2;4;1;1;1;4;2;96;4846039,7630248;2177738,10825259;1263379,16937145;2895396,97531023;0,866720199404407;31295,3636228092
"1124";2;3;2;1;3;2;2;2;1;2;2;2;2;2;1;2;3;1;1;2;2;2;4;1;3;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;3;4;1;4;3;1;2374569,89674108;2173701,16581883;3043136,18139733;6581932,49735434;0,504860488491765;18229,403880279
"1125";3;2;1;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2;1;3;2;2;2;1;2;2;2;2;4;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;2;2;;;;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;4;2;3;5;1;4;2;1;3421308,1019427;1249912,24843949;972928,21404694;3453128,1894327;0,52162862116871;18834,8643388689
"1126";2;1;1;1;3;2;2;2;1;2;2;1;2;2;2;2;4;2;2;2;2;2;3;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;2;3;1;4;2;2;13960677,4593904;7210035,70585308;11830617,0641027;19008208,2217878;0,898097170666837;32428,3171708111
"1127";3;2;1;1;4;2;1;2;1;1;2;2;2;2;2;3;5;2;2;2;2;2;3;1;2;3;;;;;;;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;3;2;3;4;1;1;14461864,302681;4033401,53710101;6475161,96831011;12186583,0403909;0,935118397797944;33765,0724069609
"1128";2;97;1;1;3;1;2;2;1;2;2;2;2;2;3;2;3;1;1;1;1;2;4;1;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;;1;5;5;3;4;1;2;3421308,1019427;1190793,06008624;1966031,961604;2606884,35133205;2,57471760637345;92967,4002900553
"1129";2;2;1;1;3;2;2;2;2;1;2;1;2;2;1;2;5;1;1;1;1;2;4;1;2;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;1;4;3;2;1;3;3;1;222828,22375231;4033401,53710101;3915537,04929414;9082972,15513015;0,126179152115924;4556,05217208409
"1130";2;1;1;1;3;2;2;2;1;2;2;1;2;2;2;2;4;2;1;2;2;2;2;1;3;1;;;;;;;;4;1;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;2;2;2;;;;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;4;1;1;4846039,7630248;2177738,10825259;2255487,24274484;2895396,97531023;2,99347382595048;108087,768051164
"1131";2;1;1;1;4;2;2;2;2;1;2;2;2;2;2;2;5;1;2;1;2;2;4;2;2;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;1;;3;3;1;2;4;1;2;4846039,7630248;1203908,84087813;2083133,06024781;522391,26454334;0,226068414419972;8162,83413928356
"1132";3;1;1;3;4;2;2;2;1;1;2;2;2;2;2;1;3;1;1;1;1;2;4;1;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;4;1;3;5;1;4;2;2;3421308,1019427;1249912,24843949;1966031,961604;3453128,1894327;1,86027331498742;67170,3854027474
"1133";3;2;2;1;3;2;1;2;2;2;2;1;2;2;2;3;5;1;1;1;1;2;4;1;2;1;;;;;;;;11;1;1;1;2;2;2;2;2;1;1;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;;;;2;2;2;2;2;2;2;1;2;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;;1;1;3;3;1;1;2;19504420,6018672;8791279,62274544;10649723,4784583;15614797,7757141;5,06819399912789;183001,358711429
"1134";3;1;2;1;3;2;2;2;1;2;1;2;2;2;1;1;3;1;1;2;2;2;4;1;3;1;;;;;;;;4;1;1;1;2;2;2;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;1;1;2;;;;2;1;2;1;2;2;2;2;2;2;1;1;1;2;1;2;2;1;2;2;2;1;2;2;6;1;;1;1;2;2;2;1;96;2678539,92998988;6224087,26340164;9306846,75975905;1833996,26932857;0,811465398243041;29300,2340579978
"1135";3;3;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;1;1;1;1;1;4;1;3;2;2;2;2;1;2;2;2;11;1;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;;;;;2;1;2;;;;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;1;6;1;;3;1;5;2;4;1;2;3421308,1019427;1692837,76193263;1826530,14140164;468593,5955951;0,693222346043677;25030,7370311686
"1136";3;3;1;1;4;2;1;2;1;1;2;2;2;2;1;1;2;1;1;1;1;2;4;1;3;1;;;;;;;;5;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;1;4;2;3;1;1;2;1;19504420,6018672;7210035,70585308;9667487,9365852;19008208,2217878;0,87505721112098;31596,39481301
"1137";2;1;1;1;4;1;2;2;2;2;2;2;2;2;2;2;5;1;1;2;2;2;4;1;3;1;;;;;;;;11;2;;;;;;;;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;1;2;;;1;2;2;2;2;2;2;2;2;3;2;2;2;1;2;1;2;2;2;2;2;2;2;2;6;1;;1;2;3;2;4;1;2;13960677,4593904;7210035,70585308;10649723,4784583;3097231,98911423;0,887783764636326;32055,9227208649
