"I01";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13_01";"P13_02";"P13_03";"P13_04";"P13_05";"P13_06";"P13_07";"P13_08";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23_01";"P23_02";"P23_03";"P23_04";"P23_05";"P23_06";"P24";"P25_01";"P25_02";"P25_03";"P25_04";"P25_05";"P25_06";"P26_01";"P26_02";"P26_03";"P26_04";"P26_05";"P26_06";"P26_07";"P26_08";"P26_09";"P26_10";"P26_11";"P26_12";"P26_13";"P27_01";"P27_02";"P27_03";"P27_04";"P27_05";"P27_06";"P27_07";"P27_08";"P27_09";"P27_10";"P27_11";"P27_12";"P27_13";"P27_14";"P27_15";"P27_16";"P28";"P29";"P30";"P31_01";"P31_02";"P31_03";"P31_04";"P31_05";"P31_06";"P31_07";"P31_08";"P31_09";"P32";"P34";"P35";"P36";"P38";"VD_IDADE";"VD_RENDA";"VD_RACA";"W1";"W2"
"64";4;"2";"1";"2";"2";;;"1";"3";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"5";"1";"2";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"5";"1";"2";"3";"1.01248037331643";"59797.1922146027"
"65";4;"2";"1";"2";"1";"1";"1";"1";"3";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"5";"5";"1";"2";"1";"1.01248037331643";"59797.1922146027"
"66";4;"2";"1";"1";"2";;;"1";"3";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"12";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"5";"1";"3";"1.30630519296431";"77150.5154797762"
"67";4;"3";"3";"1";"1";"1";"1";"1";"4";"1";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"7";"5";"4";"97";"1";"0.295868106646835";"17474"
"68";4;"2";"1";"1";"2";;;"2";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"3";"2";"1";"9";"8";"3";"1";"1";"1.50038783171644";"88613.0555555556"
"69";4;"2";"1";"2";"1";"2";"2";"1";"3";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"1";"97";"1";"1";"5";"1";"1";"1";"1";"1";"1";"1";"1";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"7";"4";"2";"3";"3";"0.591974321132642";"34962.6532738095"
"70";4;"2";"3";"1";"1";"1";"1";"1";"3";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"2";"3";"1";"0.649774224784308";"38375.7307692308"
"71";4;"2";"1";"2";"1";"1";"1";"1";"3";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"7";"5";"1";"2";"1";"0.49635214103542";"29314.6071428571"
"72";4;"2";"1";"1";"1";"1";"2";"1";"3";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"7";"5";"3";"4";"3";"0.626822295028947";"37020.1875"
"73";4;"3";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"2";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"1";"2";"5";"2";"97";"2.14331765954866";"126584.555555556"
"74";4;"2";"1";"2";"2";;;"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"9";"7";"4";"4";"1";"1.17864630456189";"69610.96875"
"75";4;"2";"1";"1";"2";;;"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"4";"1";"1";"2";"2";"1";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"3";"1";"3";"1";"0.597817512197557";"35366.2222222222"
"76";4;"2";"1";"2";"2";;;"1";"3";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"5";"1";"97";"3";"0.290602284215384";"17163"
"77";4;"1";"3";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"1";"3";"1";"97";"1.73837478453875";"102668.588815789"
"78";4;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"4";"4";"3";"1.18644970206827";"70071.85"
"79";4;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"5";"1";"2";"1";"1.01248037331643";"59797.1922146027"
"80";4;"2";"1";"1";"1";"2";"2";"2";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"7";"5";"2";"3";"1";"0.591974321132642";"34962.6532738095"
"81";4;"2";"3";"2";"1";"1";"2";"2";"3";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"4";"1";"2";"5";"5";"1";"2";"1";"1.01248037331643";"59797.1922146027"
"82";4;"2";"1";"1";"1";"97";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";;"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"2";"2";"3";"1.36326731520585";"80514.7041223404"
"83";4;"1";"1";"2";"2";;;"2";"4";"97";"97";"97";"97";"97";"97";"97";"97";"1";"97";"2";"97";"97";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"9";"7";"5";"2";"97";"1.05711103112953";"62433.0833333333"
"84";4;"2";"1";"2";"3";;;"2";"3";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";"1";"5";"3";"1";"1";"3";"1.06284094359682";"62771.4925373134"
"85";4;"2";"1";"2";"97";;;"2";"3";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"10";"1";"1";"2";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"7";"5";"1";"3";"1";"0.676296359177635";"39742.1306818182"
"86";4;"2";"2";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"5";"2";"1";"7";"4";"3";"3";"3";"0.591974321132642";"34962.6532738095"
"87";4;"3";"2";"2";"1";"1";"1";"1";"3";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";"1";"5";"7";"5";"4";"1";"1.18644970206827";"70071.85"
"88";4;"3";"2";"1";"2";;;"1";"4";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"97";"1";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"2";"97";"3";"2";"1";"1.78347230063695";"105332.052631579"
"89";5;"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"12";"1";"1";"1";"2";"1";"1";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"7";"5";"1";"97";"3";"0.0729749761761006";"4310.5"
"90";4;"3";"3";"1";"1";"1";"2";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"7";"5";"1";"4";"2";"0.683433253307224";"40363.6363636364"
"91";4;"3";"1";"2";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"1";"4";"2";"3";"2.08693216351434";"123254.42251462"
"92";4;"2";"2";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"3";"1";"2";"1";"1";"10";"1";"2";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"5";"1";"2";"3";"1.01248037331643";"59797.1922146027"
"93";4;"2";"1";"2";"2";;;"2";"3";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"3";"3";"2";"1";"1.36326731520585";"80514.7041223404"
"94";4;"2";"2";"2";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"10";"1";"1";"2";"1";"1";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";"1";"5";"5";"3";"3";"1";"0.578717916904258";"34179.1381118881"
"95";4;"3";"3";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"10";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"7";"2";"1";"3";"5";"4";"2";"1";"2.08693216351434";"123254.42251462"
"96";4;"3";"1";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"1";"2";"2";"2";"1";"3";"2";"1";"1";"1";"9";"1";"1";"2";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"7";"5";"2";"2";"1.12269736404965";"66306.7368421053"
"97";4;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"5";"2";"2";"1";"1.50038783171644";"88613.0555555556"
"97";4;"2";"3";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";;"1";"1";"1";"1";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"5";"2";"3";"1";"0.591974321132642";"34962.6532738095"
"97";4;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"5";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"1";"1";"1";"1.06284094359682";"62771.4925373134"
"100";4;"3";"1";"1";"1";"1";"2";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"7";"5";"1";"2";"3";"0.49635214103542";"29314.6071428571"
"101";4;"3";"1";"1";"2";;;"2";"3";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"13";"3";"3";"97";"1";"0.289786166397034";"17114.8"
"102";4;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"1";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"6";"4";"1";"3";"2";"5";"97";"1";"0.201522121416681";"11901.9166666667"
"103";4;"3";"3";"2";"1";"1";"2";"1";"3";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"2";;"1";"1";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"5";"1";"1";"5";"5";"2";"3";"2";"0.649774224784308";"38375.7307692308"
"104";4;"2";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"2";"1";"2";;"1";"2";"1";"1";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"9";"4";"4";"3";"1";"1.17864630456189";"69610.96875"
"105";4;"3";"1";"2";"2";;;"1";"4";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"97";"1";"4";"2";"2";"2";"1";"1.78347230063695";"105332.052631579"
"106";4;"2";"3";"2";"1";"1";"1";"1";"4";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"4";"5";"5";"3";"3";"1.85197527639383";"109377.845238095"
"107";4;"2";"3";"2";"1";"1";"1";"1";"3";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"5";"1";"1";"1.30630519296431";"77150.5154797762"
"108";4;"2";"97";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";;"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"5";"5";"1";"1";"1.05711103112953";"62433.0833333333"
"109";4;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"3";"1";"5";"8";"2";"2";"1";"1.48971612899922";"87974.5957446808"
"110";2;"3";"1";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"5";"5";"1";"2";"1";"0.545110147304365";"32194.2597746081"
"111";4;"3";"1";"2";"2";;;"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"4";"1";"1";"4";"8";"1";"1";"1";"1.70880049734621";"100921.928571429"
"112";2;"2";"1";"1";"2";;;"1";"3";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"5";"2";"3";"1";"0.231935108737723";"13697.1107427056"
"113";4;"2";"1";"2";"2";;;"1";"3";"2";"2";"2";"2";"2";"2";"1";"2";"1";"3";"2";"2";"1";"2";;"1";"1";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"1";"1";"1";"1";"0.49635214103542";"29314.6071428571"
"114";2;"2";"2";"2";"1";"1";"1";"1";"3";"1";"1";"2";"2";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";"2";"5";"8";"3";"2";"2";"0.7095538346494";"41906.3205128205"
"115";4;"3";"97";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";"1";"2";"7";"5";"2";"1";"2.03054666748002";"119724.289473684"
"116";4;"3";"2";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"2";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"1";"2";"2";"1";"1.78347230063695";"105332.052631579"
"117";2;"3";"1";"1";"1";"1";"1";"1";"3";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"7";"5";"2";"97";"2";"0.027521400462337";"1625.41666666667"
"118";2;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"5";"1";"2";"3";"0.545110147304365";"32194.2597746081"
"119";4;"3";"1";"2";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"2";"1";"1";"10";"1";"2";"2";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"4";"1";"5";"2";"1";"2.08693216351434";"123254.42251462"
"120";4;"3";"2";"2";"1";"1";"1";"1";"97";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"3";"2";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";"1";"4";"1";"1";"2";"1";"1.70880049734621";"100921.928571429"
"121";2;"1";"1";"2";"2";;;"2";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"97";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"4";"1";"1";"2";"2";"1.6762506859479";"97979.5333333333"
"122";4;"2";"3";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";"1";"7";"5";"5";"3";"1";"1.17864630456189";"69610.96875"
"123";2;"2";"1";"2";"2";;;"2";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";"2";"5";"6";"1";"1";"3";"0.545110147304365";"32194.2597746081"
"124";4;"3";"2";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"1";"5";"1";"1";"2.08693216351434";"123254.42251462"
"125";4;"2";"1";"2";"1";"2";"2";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"2";"1";"2";;"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"4";"5";"1";"5";"4";"1";"2";"3";"1.06284094359682";"62771.4925373134"
"126";5;"3";"1";"1";"2";;;"1";"3";"1";"1";"2";"2";"2";"1";"2";"2";"1";"3";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"6";"5";"1";"2";"1";"0.892473876386534";"52709.5964912281"
"127";2;"2";"1";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"4";"1";"1";"2";"1";"1";"1";"2";"2.64514733901718";"156222.666666667"
"128";2;"2";"3";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"6";"1";"2";"2";"0.545110147304365";"32194.2597746081"
"129";2;"3";"2";"1";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";"1";"5";"3";"4";"97";"2";"0.0146460977595005";"865"
"130";4;"2";"2";"2";"2";;;"1";"3";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"1";"1";"2";"3";"1.01248037331643";"59797.1922146027"
"131";2;"2";"1";"1";"2";;;"1";"3";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"97";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"4";"1";"3";"3";"0.162119361384622";"9574.78571428571"
